timestamp,current,voltage,temperature,vibration,label
2026-03-10 14:56:50.134603,-13.41,9.25,39.53,0,1
2026-03-10 14:56:55.134603,-12.76,17.85,48.4,1,2
2026-03-10 14:57:00.134603,-13.84,0.0,32.0,0,0
2026-03-10 14:57:05.134603,-13.13,17.84,53.26,1,2
2026-03-10 14:57:10.134603,-13.04,13.49,46.62,1,2
2026-03-10 14:57:15.134603,-13.86,0.0,32.0,0,0
2026-03-10 14:57:20.134603,-13.17,0.0,32.0,0,0
2026-03-10 14:57:25.134603,-13.5,9.64,35.08,0,1
2026-03-10 14:57:30.134603,-13.47,0.0,32.0,0,0
2026-03-10 14:57:35.134603,-13.23,17.57,43.56,1,2
2026-03-10 14:57:40.134603,-13.18,13.07,52.77,1,2
2026-03-10 14:57:45.134603,-13.86,0.0,32.0,0,0
2026-03-10 14:57:50.134603,-13.62,11.13,32.78,0,1
2026-03-10 14:57:55.134603,-13.01,13.6,44.96,1,2
2026-03-10 14:58:00.134603,-13.8,0.0,32.0,0,0
2026-03-10 14:58:05.134603,-12.73,17.38,40.21,1,2
2026-03-10 14:58:10.134603,-12.72,13.79,40.76,1,2
2026-03-10 14:58:15.134603,-13.45,9.91,38.92,0,1
2026-03-10 14:58:20.134603,-13.49,9.51,34.64,0,1
2026-03-10 14:58:25.134603,-13.46,0.0,32.0,0,0
2026-03-10 14:58:30.134603,-12.79,14.62,39.91,1,2
2026-03-10 14:58:35.134603,-12.86,13.64,38.17,1,2
2026-03-10 14:58:40.134603,-13.22,0.0,32.0,0,0
2026-03-10 14:58:45.134603,-13.04,0.0,32.0,0,0
2026-03-10 14:58:50.134603,-12.87,16.34,38.25,1,2
2026-03-10 14:58:55.134603,-13.81,0.0,32.0,0,0
2026-03-10 14:59:00.134603,-12.86,14.38,45.79,1,2
2026-03-10 14:59:05.134603,-13.1,0.0,32.0,0,0
2026-03-10 14:59:10.134603,-13.02,15.38,38.37,1,2
2026-03-10 14:59:15.134603,-13.61,11.4,31.21,0,1
2026-03-10 14:59:20.134603,-13.47,11.8,36.18,0,1
2026-03-10 14:59:25.134603,-13.4,11.79,36.96,0,1
2026-03-10 14:59:30.134603,-13.33,10.98,39.24,0,1
2026-03-10 14:59:35.134603,-13.0,0.0,32.0,0,0
2026-03-10 14:59:40.134603,-13.68,10.15,35.63,0,1
2026-03-10 14:59:45.134603,-13.59,11.12,36.09,0,1
2026-03-10 14:59:50.134603,-13.23,14.85,35.02,1,2
2026-03-10 14:59:55.134603,-12.96,13.1,48.41,1,2
2026-03-10 15:00:00.134603,-13.37,10.16,35.56,0,1
2026-03-10 15:00:05.134603,-13.24,15.24,48.65,1,2
2026-03-10 15:00:10.134603,-13.75,0.0,32.0,0,0
2026-03-10 15:00:15.134603,-13.62,9.36,39.44,0,1
2026-03-10 15:00:20.134603,-13.68,11.56,38.34,0,1
2026-03-10 15:00:25.134603,-13.31,10.64,30.39,0,1
2026-03-10 15:00:30.134603,-12.9,16.54,37.3,1,2
2026-03-10 15:00:35.134603,-12.99,17.71,54.01,1,2
2026-03-10 15:00:40.134603,-13.56,9.7,38.24,0,1
2026-03-10 15:00:45.134603,-13.59,9.6,33.72,0,1
2026-03-10 15:00:50.134603,-12.95,13.46,37.36,1,2
2026-03-10 15:00:55.134603,-13.36,0.0,32.0,0,0
2026-03-10 15:01:00.134603,-13.33,9.56,38.27,0,1
2026-03-10 15:01:05.134603,-12.77,15.75,35.1,1,2
2026-03-10 15:01:10.134603,-12.84,13.57,52.05,1,2
2026-03-10 15:01:15.134603,-13.67,9.23,33.98,0,1
2026-03-10 15:01:20.134603,-13.08,16.13,46.21,1,2
2026-03-10 15:01:25.134603,-13.52,0.0,32.0,0,0
