timestamp,current,voltage,temperature,vibration,fault
2026-03-06 14:26:29.485447,0.73,10.22,-14.07,0,1
2026-03-06 14:26:34.485447,1.72,22.45,-27.57,0,1
2026-03-06 14:26:39.485447,0.86,5.47,-117.16,0,1
2026-03-06 14:26:44.485447,0.68,15.32,-3.81,0,1
2026-03-06 14:26:49.485447,2.81,20.33,48.48,0,1
2026-03-06 14:26:54.485447,0.47,23.95,88.81,0,1
2026-03-06 14:26:59.485447,0.42,14.1,42.15,0,1
2026-03-06 14:27:04.485447,2.53,24.35,64.27,0,1
2026-03-06 14:27:09.485447,1.16,14.35,88.82,0,1
2026-03-06 14:27:14.485447,2.74,15.64,-106.17,1,1
2026-03-06 14:27:19.485447,2.9,21.5,-120.79,0,1
2026-03-06 14:27:24.485447,2.89,18.8,67.92,0,1
2026-03-06 14:27:29.485447,0.28,13.43,-48.26,0,1
2026-03-06 14:27:34.485447,1.64,22.14,-96.58,0,1
2026-03-06 14:27:39.485447,1.17,12.43,-76.56,0,1
2026-03-06 14:27:44.485447,2.51,6.43,10.41,0,1
2026-03-06 14:27:49.485447,1.47,16.25,33.31,0,1
2026-03-06 14:27:54.485447,0.39,9.94,-7.76,1,1
2026-03-06 14:27:59.485447,1.71,12.55,19.22,0,1
2026-03-06 14:28:04.485447,2.91,11.61,-34.64,0,1
2026-03-06 14:28:09.485447,2.23,17.85,0.23,0,1
2026-03-06 14:28:14.485447,1.99,16.56,-11.63,0,1
2026-03-06 14:28:19.485447,0.46,19.48,38.45,0,1
2026-03-06 14:28:24.485447,2.99,18.57,-109.73,0,1
2026-03-06 14:28:29.485447,0.41,14.61,6.61,0,1
2026-03-06 14:28:34.485447,2.48,5.56,-63.1,0,1
2026-03-06 14:28:39.485447,1.58,15.55,56.99,0,1
2026-03-06 14:28:44.485447,0.05,17.86,32.85,0,1
2026-03-06 14:28:49.485447,0.46,18.84,-96.45,0,1
2026-03-06 14:28:54.485447,1.95,24.75,98.84,0,1
2026-03-06 14:28:59.485447,2.71,23.06,60.28,0,1
2026-03-06 14:29:04.485447,2.41,24.15,98.94,0,1
2026-03-06 14:29:09.485447,1.4,20.92,-16.43,0,1
2026-03-06 14:29:14.485447,2.56,21.77,-23.58,0,1
2026-03-06 14:29:19.485447,1.86,5.1,-107.48,0,1
2026-03-06 14:29:24.485447,1.27,12.03,112.89,0,1
2026-03-06 14:29:29.485447,1.6,18.86,80.65,0,1
2026-03-06 14:29:34.485447,0.94,21.19,-59.03,0,1
2026-03-06 14:29:39.485447,0.13,10.95,100.13,0,1
2026-03-06 14:29:44.485447,2.0,20.78,-47.66,0,1
2026-03-06 14:29:49.485447,2.34,10.71,53.58,0,1
2026-03-06 14:29:54.485447,1.64,11.19,15.18,0,1
2026-03-06 14:29:59.485447,0.14,5.46,-118.68,0,1
2026-03-06 14:30:04.485447,1.62,5.41,5.41,0,1
2026-03-06 14:30:09.485447,2.45,18.76,-40.56,0,1
2026-03-06 14:30:14.485447,2.93,17.22,-7.62,0,1
2026-03-06 14:30:19.485447,2.23,5.59,-8.63,0,1
2026-03-06 14:30:24.485447,2.98,16.66,-106.29,0,1
2026-03-06 14:30:29.485447,2.45,8.16,64.11,0,1
2026-03-06 14:30:34.485447,0.45,24.44,-111.16,0,1
2026-03-06 14:30:39.485447,0.52,8.35,106.68,0,1
2026-03-06 14:30:44.485447,0.2,9.39,83.5,0,1
2026-03-06 14:30:49.485447,0.22,14.71,98.98,0,1
2026-03-06 14:30:54.485447,2.09,10.79,-0.19,0,1
2026-03-06 14:30:59.485447,0.96,15.59,110.26,0,1
2026-03-06 14:31:04.485447,2.16,13.42,-62.05,0,1
2026-03-06 14:31:09.485447,2.7,7.59,-50.16,0,1
2026-03-06 14:31:14.485447,1.82,21.82,118.31,0,1
2026-03-06 14:31:19.485447,2.79,8.82,22.29,1,1
2026-03-06 14:31:24.485447,1.2,14.76,-25.76,0,1
2026-03-06 14:31:29.485447,1.72,21.17,-46.75,0,1
2026-03-06 14:31:34.485447,0.51,18.11,8.64,0,1
2026-03-06 14:31:39.485447,1.91,24.92,-106.58,1,1
2026-03-06 14:31:44.485447,1.86,19.3,65.35,0,1
2026-03-06 14:31:49.485447,2.22,20.96,121.94,0,1
2026-03-06 14:31:54.485447,1.29,6.06,31.81,0,1
2026-03-06 14:31:59.485447,0.42,14.33,89.69,0,1
2026-03-06 14:32:04.485447,1.8,21.13,71.06,0,1
2026-03-06 14:32:09.485447,0.25,6.72,-122.31,1,1
2026-03-06 14:32:14.485447,0.63,23.43,-18.22,1,1
2026-03-06 14:32:19.485447,2.98,20.25,5.11,0,1
2026-03-06 14:32:24.485447,0.22,19.94,-58.99,0,1
2026-03-06 14:32:29.485447,1.7,13.49,122.79,1,1
2026-03-06 14:32:34.485447,1.3,16.43,99.21,1,1
2026-03-06 14:32:39.485447,2.4,10.71,11.19,0,1
2026-03-06 14:32:44.485447,0.48,14.71,75.47,0,1
2026-03-06 14:32:49.485447,2.64,17.16,12.31,0,1
2026-03-06 14:32:54.485447,2.73,9.28,21.84,0,1
2026-03-06 14:32:59.485447,2.4,7.75,46.04,0,1
2026-03-06 14:33:04.485447,1.46,13.61,118.82,0,1
2026-03-06 14:33:09.485447,1.05,12.55,112.15,0,1
2026-03-06 14:33:14.485447,0.16,13.75,-124.73,0,1
2026-03-06 14:33:19.485447,1.37,21.95,-22.87,0,1
2026-03-06 14:33:24.485447,0.08,12.49,83.14,0,1
2026-03-06 14:33:29.485447,0.13,19.33,3.88,0,1
2026-03-06 14:33:34.485447,0.15,18.6,-8.17,0,1
2026-03-06 14:33:39.485447,1.97,20.5,-25.34,0,1
2026-03-06 14:33:44.485447,2.95,20.01,-65.41,0,1
2026-03-06 14:33:49.485447,1.65,10.61,-33.2,0,1
2026-03-06 14:33:54.485447,1.33,15.87,107.53,1,1
2026-03-06 14:33:59.485447,2.09,15.99,108.92,0,1
2026-03-06 14:34:04.485447,0.95,10.78,21.54,0,1
2026-03-06 14:34:09.485447,0.8,14.21,-56.49,0,1
2026-03-06 14:34:14.485447,2.49,20.73,71.47,0,1
2026-03-06 14:34:19.485447,0.56,11.9,-39.2,0,1
2026-03-06 14:34:24.485447,1.47,18.62,101.58,0,1
2026-03-06 14:34:29.485447,1.83,8.42,-59.49,0,1
2026-03-06 14:34:34.485447,0.51,20.73,-126.92,0,1
2026-03-06 14:34:39.485447,1.61,20.62,32.7,0,1
2026-03-06 14:34:44.485447,0.51,24.92,124.05,0,1
2026-03-06 14:34:49.485447,2.75,14.12,91.26,0,1
2026-03-06 14:34:54.485447,2.53,9.03,32.28,0,1
2026-03-06 14:34:59.485447,0.7,22.48,-67.13,0,1
2026-03-06 14:35:04.485447,1.9,18.18,-98.58,0,1
2026-03-06 14:35:09.485447,0.23,6.62,90.04,0,1
2026-03-06 14:35:14.485447,2.63,23.96,-58.28,0,1
2026-03-06 14:35:19.485447,2.4,10.29,-115.43,0,1
2026-03-06 14:35:24.485447,2.73,23.48,0.3,0,1
2026-03-06 14:35:29.485447,2.19,7.68,117.52,0,1
2026-03-06 14:35:34.485447,1.98,20.15,109.22,0,1
2026-03-06 14:35:39.485447,2.96,16.18,34.2,1,1
2026-03-06 14:35:44.485447,2.95,12.95,-15.84,1,1
2026-03-06 14:35:49.485447,2.31,11.46,-66.23,1,1
