timestamp,current,voltage,temperature,vibration,label
2026-03-10 14:57:17.643458,-13.44,11.06,38.56,0,1
2026-03-10 14:57:22.643458,-12.76,13.57,37.06,1,2
2026-03-10 14:57:27.643458,-13.39,10.44,35.08,0,1
2026-03-10 14:57:32.643458,-12.79,14.91,45.57,1,2
2026-03-10 14:57:37.643458,-13.29,15.95,42.98,1,2
2026-03-10 14:57:42.643458,-13.56,9.77,36.25,0,1
2026-03-10 14:57:47.643458,-13.43,11.89,31.03,0,1
2026-03-10 14:57:52.643458,-13.48,11.45,34.87,0,1
2026-03-10 14:57:57.643458,-13.25,13.43,45.78,1,2
2026-03-10 14:58:02.643458,-13.72,0.0,32.0,0,0
2026-03-10 14:58:07.643458,-13.01,17.78,46.28,1,2
2026-03-10 14:58:12.643458,-13.79,0.0,32.0,0,0
2026-03-10 14:58:17.643458,-12.85,16.92,50.56,1,2
2026-03-10 14:58:22.643458,-13.54,0.0,32.0,0,0
2026-03-10 14:58:27.643458,-13.67,11.22,30.1,0,1
2026-03-10 14:58:32.643458,-12.81,16.54,38.52,1,2
2026-03-10 14:58:37.643458,-13.55,0.0,32.0,0,0
2026-03-10 14:58:42.643458,-13.48,0.0,32.0,0,0
2026-03-10 14:58:47.643458,-13.53,0.0,32.0,0,0
2026-03-10 14:58:52.643458,-13.68,9.65,34.41,0,1
2026-03-10 14:58:57.643458,-13.04,14.6,52.15,1,2
2026-03-10 14:59:02.643458,-13.04,13.12,42.87,1,2
2026-03-10 14:59:07.643458,-13.62,11.54,32.01,0,1
2026-03-10 14:59:12.643458,-13.32,10.52,32.2,0,1
2026-03-10 14:59:17.643458,-13.61,10.87,33.47,0,1
2026-03-10 14:59:22.643458,-13.22,0.0,32.0,0,0
2026-03-10 14:59:27.643458,-13.26,0.0,32.0,0,0
2026-03-10 14:59:32.643458,-13.29,0.0,32.0,0,0
2026-03-10 14:59:37.643458,-13.22,15.47,39.09,1,2
2026-03-10 14:59:42.643458,-13.57,11.75,34.77,0,1
